,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
3090,Shot Chart Detail,0021200596,323,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,47,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22,113,189,1,1,20130119,NOH,GSW
3091,Shot Chart Detail,0021200596,325,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,157,186,1,0,20130119,NOH,GSW
3092,Shot Chart Detail,0021200596,351,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,31,255,1,0,20130119,NOH,GSW
3093,Shot Chart Detail,0021200596,421,201939,Stephen Curry,1610612744,Golden State Warriors,4,10,40,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,84,157,1,1,20130119,NOH,GSW
3094,Shot Chart Detail,0021200596,459,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,48,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-153,137,1,0,20130119,NOH,GSW
3095,Shot Chart Detail,0021200596,502,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-128,219,1,1,20130119,NOH,GSW
3096,Shot Chart Detail,0021200596,516,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,8,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,-59,198,1,0,20130119,NOH,GSW
3097,Shot Chart Detail,0021200596,524,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,9,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,6,119,1,0,20130119,NOH,GSW
3098,Shot Chart Detail,0021200596,528,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,57,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,83,184,1,0,20130119,NOH,GSW
3099,Shot Chart Detail,0021200596,573,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,23,-172,165,1,0,20130119,NOH,GSW
3100,Shot Chart Detail,0021200610,36,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,35,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,1,60,1,1,20130121,GSW,LAC
3101,Shot Chart Detail,0021200610,39,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,10,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,130,238,1,1,20130121,GSW,LAC
3102,Shot Chart Detail,0021200610,53,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,44,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,94,179,1,0,20130121,GSW,LAC
3103,Shot Chart Detail,0021200610,190,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,40,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,121,239,1,1,20130121,GSW,LAC
3104,Shot Chart Detail,0021200610,203,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,10,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,154,94,1,1,20130121,GSW,LAC
3105,Shot Chart Detail,0021200610,206,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,19,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,12,20,1,0,20130121,GSW,LAC
3106,Shot Chart Detail,0021200610,229,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,23,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,236,22,1,0,20130121,GSW,LAC
3107,Shot Chart Detail,0021200610,250,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,31,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,10,172,1,1,20130121,GSW,LAC
3108,Shot Chart Detail,0021200610,272,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-161,214,1,0,20130121,GSW,LAC
3109,Shot Chart Detail,0021200610,315,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,4,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-13,19,1,0,20130121,GSW,LAC
3110,Shot Chart Detail,0021200610,386,201939,Stephen Curry,1610612744,Golden State Warriors,4,9,14,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,203,198,1,1,20130121,GSW,LAC
3111,Shot Chart Detail,0021200610,398,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,7,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,230,74,1,1,20130121,GSW,LAC
3112,Shot Chart Detail,0021200610,412,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,182,213,1,1,20130121,GSW,LAC
3113,Shot Chart Detail,0021200610,452,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,26,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,190,190,1,1,20130121,GSW,LAC
3114,Shot Chart Detail,0021200628,44,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,56,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,9,1,1,20130123,GSW,OKC
3115,Shot Chart Detail,0021200628,46,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,32,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,1,1,1,20130123,GSW,OKC
3116,Shot Chart Detail,0021200628,48,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,2,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,12,1,1,20130123,GSW,OKC
3117,Shot Chart Detail,0021200628,54,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,31,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-127,148,1,0,20130123,GSW,OKC
3118,Shot Chart Detail,0021200628,131,201939,Stephen Curry,1610612744,Golden State Warriors,2,11,6,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,75,269,1,0,20130123,GSW,OKC
3119,Shot Chart Detail,0021200628,176,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,43,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-201,160,1,1,20130123,GSW,OKC
3120,Shot Chart Detail,0021200628,180,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,12,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,239,23,1,1,20130123,GSW,OKC
3121,Shot Chart Detail,0021200628,221,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-2,265,1,0,20130123,GSW,OKC
3122,Shot Chart Detail,0021200628,225,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,38,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,12,1,0,20130123,GSW,OKC
3123,Shot Chart Detail,0021200628,233,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,37,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,11,1,0,20130123,GSW,OKC
3124,Shot Chart Detail,0021200628,260,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,22,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-139,216,1,1,20130123,GSW,OKC
3125,Shot Chart Detail,0021200628,263,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,159,205,1,0,20130123,GSW,OKC
3126,Shot Chart Detail,0021200628,288,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,50,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,118,170,1,0,20130123,GSW,OKC
3127,Shot Chart Detail,0021200628,295,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-158,213,1,0,20130123,GSW,OKC
3128,Shot Chart Detail,0021200628,297,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,56,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,29,190,1,1,20130123,GSW,OKC
3129,Shot Chart Detail,0021200628,299,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,35,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,122,154,1,1,20130123,GSW,OKC
3130,Shot Chart Detail,0021200628,321,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,30,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-52,105,1,1,20130123,GSW,OKC
3131,Shot Chart Detail,0021200628,324,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,7,Made Shot,Driving Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,116,31,1,1,20130123,GSW,OKC
3132,Shot Chart Detail,0021200628,336,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,193,181,1,0,20130123,GSW,OKC
3133,Shot Chart Detail,0021200628,340,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,14,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,182,209,1,0,20130123,GSW,OKC
3134,Shot Chart Detail,0021200628,342,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-150,224,1,0,20130123,GSW,OKC
3135,Shot Chart Detail,0021200628,344,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,50,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-235,30,1,0,20130123,GSW,OKC
3136,Shot Chart Detail,0021200628,372,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,4,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-8,72,1,0,20130123,GSW,OKC
3137,Shot Chart Detail,0021200628,377,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-166,206,1,0,20130123,GSW,OKC
3138,Shot Chart Detail,0021200628,431,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,43,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,0,1,1,20130123,GSW,OKC
3139,Shot Chart Detail,0021200628,433,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,61,260,1,0,20130123,GSW,OKC
3140,Shot Chart Detail,0021200628,526,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,18,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,24,252,1,0,20130123,GSW,OKC
3141,Shot Chart Detail,0021200636,24,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,24,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,72,189,1,1,20130125,CHI,GSW
3142,Shot Chart Detail,0021200636,27,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,0,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-23,123,1,0,20130125,CHI,GSW
3143,Shot Chart Detail,0021200636,32,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,35,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-224,-14,1,0,20130125,CHI,GSW
3144,Shot Chart Detail,0021200636,54,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,12,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,-16,1,1,20130125,CHI,GSW
3145,Shot Chart Detail,0021200636,78,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,5,Missed Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,1,1,0,20130125,CHI,GSW
3146,Shot Chart Detail,0021200636,81,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,29,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,176,99,1,0,20130125,CHI,GSW
3147,Shot Chart Detail,0021200636,148,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,12,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-190,83,1,0,20130125,CHI,GSW
3148,Shot Chart Detail,0021200636,160,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,9,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,141,157,1,1,20130125,CHI,GSW
3149,Shot Chart Detail,0021200636,174,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,6,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-2,183,1,1,20130125,CHI,GSW
3150,Shot Chart Detail,0021200636,176,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,15,246,1,0,20130125,CHI,GSW
3151,Shot Chart Detail,0021200636,219,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,55,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,170,192,1,1,20130125,CHI,GSW
3152,Shot Chart Detail,0021200636,267,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,31,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,42,205,1,0,20130125,CHI,GSW
3153,Shot Chart Detail,0021200636,288,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,48,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,176,172,1,1,20130125,CHI,GSW
3154,Shot Chart Detail,0021200636,301,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-123,213,1,0,20130125,CHI,GSW
3155,Shot Chart Detail,0021200636,352,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,185,170,1,0,20130125,CHI,GSW
3156,Shot Chart Detail,0021200636,369,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,45,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,54,143,1,1,20130125,CHI,GSW
3157,Shot Chart Detail,0021200636,380,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,29,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-7,72,1,0,20130125,CHI,GSW
3158,Shot Chart Detail,0021200636,484,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,39,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,43,82,1,0,20130125,CHI,GSW
3159,Shot Chart Detail,0021200647,22,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,8,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-169,-6,1,1,20130126,MIL,GSW
3160,Shot Chart Detail,0021200647,30,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,22,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,136,113,1,0,20130126,MIL,GSW
3161,Shot Chart Detail,0021200647,37,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,53,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,6,187,1,1,20130126,MIL,GSW
3162,Shot Chart Detail,0021200647,70,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,53,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,236,63,1,1,20130126,MIL,GSW
3163,Shot Chart Detail,0021200647,91,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,33,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,193,172,1,1,20130126,MIL,GSW
3164,Shot Chart Detail,0021200647,161,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-155,216,1,0,20130126,MIL,GSW
3165,Shot Chart Detail,0021200647,163,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,55,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-133,60,1,0,20130126,MIL,GSW
3166,Shot Chart Detail,0021200647,180,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,27,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,0,1,1,20130126,MIL,GSW
3167,Shot Chart Detail,0021200647,185,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,13,268,1,0,20130126,MIL,GSW
3168,Shot Chart Detail,0021200647,215,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,25,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-231,9,1,1,20130126,MIL,GSW
3169,Shot Chart Detail,0021200647,259,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,44,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,108,85,1,0,20130126,MIL,GSW
3170,Shot Chart Detail,0021200647,299,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,45,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-48,4,1,0,20130126,MIL,GSW
3171,Shot Chart Detail,0021200647,331,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,19,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,6,1,0,20130126,MIL,GSW
3172,Shot Chart Detail,0021200647,345,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,50,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,15,1,0,20130126,MIL,GSW
3173,Shot Chart Detail,0021200647,350,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,11,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,0,132,1,0,20130126,MIL,GSW
3174,Shot Chart Detail,0021200647,442,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-215,116,1,0,20130126,MIL,GSW
3175,Shot Chart Detail,0021200647,460,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-217,140,1,1,20130126,MIL,GSW
3176,Shot Chart Detail,0021200647,473,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,159,200,1,0,20130126,MIL,GSW
3177,Shot Chart Detail,0021200647,479,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,21,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-223,50,1,1,20130126,MIL,GSW
3178,Shot Chart Detail,0021200659,41,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,51,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,42,192,1,0,20130128,TOR,GSW
3179,Shot Chart Detail,0021200659,65,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,20,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,58,28,1,0,20130128,TOR,GSW
3180,Shot Chart Detail,0021200659,87,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,31,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,32,222,1,1,20130128,TOR,GSW
3181,Shot Chart Detail,0021200659,89,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,4,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-19,11,1,1,20130128,TOR,GSW
3182,Shot Chart Detail,0021200659,93,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,26,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,7,1,1,20130128,TOR,GSW
3183,Shot Chart Detail,0021200659,96,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,1,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,51,112,1,1,20130128,TOR,GSW
3184,Shot Chart Detail,0021200659,120,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,19,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,231,9,1,0,20130128,TOR,GSW
3185,Shot Chart Detail,0021200659,198,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,21,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,131,215,1,0,20130128,TOR,GSW
3186,Shot Chart Detail,0021200659,288,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,25,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,4,186,1,1,20130128,TOR,GSW
3187,Shot Chart Detail,0021200659,300,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,54,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,1,285,1,1,20130128,TOR,GSW
3188,Shot Chart Detail,0021200659,305,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,42,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,-10,1,1,20130128,TOR,GSW
3189,Shot Chart Detail,0021200659,311,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,39,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-5,165,1,0,20130128,TOR,GSW
3190,Shot Chart Detail,0021200704,6,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,38,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,102,175,1,1,20130202,GSW,PHX
3191,Shot Chart Detail,0021200704,22,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,18,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-153,217,1,1,20130202,GSW,PHX
3192,Shot Chart Detail,0021200704,44,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,12,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-134,146,1,0,20130202,GSW,PHX
3193,Shot Chart Detail,0021200704,137,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,30,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,106,257,1,0,20130202,GSW,PHX
3194,Shot Chart Detail,0021200704,150,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,11,Made Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-8,131,1,1,20130202,GSW,PHX
3195,Shot Chart Detail,0021200704,152,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-34,268,1,0,20130202,GSW,PHX
3196,Shot Chart Detail,0021200704,175,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,114,242,1,0,20130202,GSW,PHX
3197,Shot Chart Detail,0021200704,202,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,48,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-103,242,1,1,20130202,GSW,PHX
3198,Shot Chart Detail,0021200704,266,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,54,Missed Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-95,176,1,0,20130202,GSW,PHX
3199,Shot Chart Detail,0021200704,275,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,11,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,50,28,1,0,20130202,GSW,PHX
3200,Shot Chart Detail,0021200704,309,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,29,Made Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,17,36,1,1,20130202,GSW,PHX
3201,Shot Chart Detail,0021200704,343,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,53,Made Shot,Running Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-68,26,1,1,20130202,GSW,PHX
3202,Shot Chart Detail,0021200704,363,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,5,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-19,265,1,1,20130202,GSW,PHX
